ModbusId,UnitName,UnitId,FunctionGroup,FunctionNumber,DatapointId,DatapointName,Type,TypeName,Decimal,FunctionGroup name,Function name,Steps,Min. value,Max. value,Writable,unit,Commentary,Text 0,Text 1,Text 2,Text 3,Text 4,Text 5,Text 6,Text 7,Text 8,Text 9,Text 10,Text 11,Text 12,Text 13,Text 14,Text 15,Text 16,Text 17,Text 18,Text 19,Text 20,Text 21,Text 22,Text 23,Text 24,Text 25,Text 26,Text 27,Text 28,Text 29,Text 30,Text 31
23622,HV,520,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23623,HV,520,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23624,HV,520,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23625,HV,520,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23626,HV,520,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23627,HV,520,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23628,HV,520,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23629,HV,520,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23630,HV,520,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23631,HV,520,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23632,HV,520,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23633,HV,520,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23634,HV,520,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23635,HV,521,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23636,HV,521,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23637,HV,521,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23638,HV,521,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23639,HV,521,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23640,HV,521,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23641,HV,521,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23642,HV,521,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23643,HV,521,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23644,HV,521,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23645,HV,521,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23646,HV,521,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23647,HV,521,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23648,HV,522,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23649,HV,522,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23650,HV,522,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23651,HV,522,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23652,HV,522,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23653,HV,522,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23654,HV,522,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23655,HV,522,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23656,HV,522,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23657,HV,522,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23658,HV,522,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23659,HV,522,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23660,HV,522,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23661,HV,523,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23662,HV,523,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23663,HV,523,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23664,HV,523,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23665,HV,523,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23666,HV,523,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23667,HV,523,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23668,HV,523,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23669,HV,523,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23670,HV,523,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23671,HV,523,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23672,HV,523,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23673,HV,523,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23674,HV,524,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23675,HV,524,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23676,HV,524,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23677,HV,524,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23678,HV,524,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23679,HV,524,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23680,HV,524,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23681,HV,524,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23682,HV,524,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23683,HV,524,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23684,HV,524,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23685,HV,524,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23686,HV,524,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23687,HV,525,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23688,HV,525,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23689,HV,525,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23690,HV,525,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23691,HV,525,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23692,HV,525,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23693,HV,525,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23694,HV,525,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23695,HV,525,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23696,HV,525,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23697,HV,525,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23698,HV,525,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23699,HV,525,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23700,HV,526,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23701,HV,526,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23702,HV,526,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23703,HV,526,50,0,38606,Lüftungsmodulation,,U8,0,Lüftung,Lüftung,1,15,100,No,%,"Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23704,HV,526,50,0,40687,Feuchte Sollwert,,U8,0,Lüftung,Lüftung,1,30,65,Yes,%,Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23705,HV,526,50,0,37600,Feuchtigkeit Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,Feuchtigkeit Abluft (gemessene rel. Luftfeuchte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23706,HV,526,50,0,37608,VOC Abluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23707,HV,526,50,0,37611,VOC Aussenluft,,U8,0,Lüftung,Lüftung,1,0,100,No,%,VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23708,HV,526,50,0,39600,Luftqualität Regulierung,,LIST,0,Lüftung,Lüftung,1,0x00000003,0,Yes,,Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23709,HV,526,50,0,39652,Status Lüftungsregelung,,U8,0,Lüftung,Lüftung,1,0,0,No,,Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt gibt),"Gerät aus, z.B. Standbybetrieb",Normaler Lüftungsbetrieb,VOC Modus aktiv,Feuchtigkeitsmodus aktiv,Frostschutz aktiv,CoolVet aktiv,Fehlerzustand,,,,,,,,,,,,,,,,,,,,,,,,,
23710,HV,526,50,0,0,Temperatur Aussenluft,,S16,1,Lüftung,Lüftung,1,-300,500,No,°C,"Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23711,HV,526,50,0,37602,Temperatur Abluft,,S16,1,Lüftung,Lüftung,1,0,500,No,°C,Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23712,HV,526,50,0,38600,Ventilator Fortluft soll,,U8,0,Lüftung,Lüftung,1,0,100,No,%,"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23713,HV,527,50,0,40650,Betriebswahl Lüftung,,LIST,0,Lüftung,Lüftung,1,0x00000037,0,Yes,,"Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby)",Standby,Woche 1,Woche 2,,"Konstantbetrieb, Sollwert 40651","Sparbetrieb, Sollwert DAP40686",,,,,,,,,,,,,,,,,,,,,,,,,,
23714,HV,527,50,0,40651,Normal-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23715,HV,527,50,0,40686,Spar-Lüftungsmodulation ,,U8,0,Lüftung,Lüftung,1,15,100,Yes,%,Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
